사업장명,도로명전체주소,상세영업상태명
광치기흑돼지,제주특별자치도 서귀포시 성산읍 일출로 86,영업
퐁낭아래구판장,제주특별자치도 서귀포시 표선면 세성로 276,영업
알뜨르,제주특별자치도 서귀포시 대정읍 송악관광로 203,영업
스모크하우스인구억,제주특별자치도 서귀포시 대정읍 보성구억로 223,영업
오가네숯불갈비,제주특별자치도 서귀포시 표선면 가시로 537,영업
제주술익는집,제주특별자치도 서귀포시 표선면 중산간동로 4726,영업
마시레흑돈,제주특별자치도 서귀포시 용흥로38번길 49-1 (강정동),영업
검은여마당넓은집,제주특별자치도 서귀포시 칠십리로 310-24 (토평동),영업
사계소희네국수,"제주특별자치도 서귀포시 안덕면 산방로 244, 1층",영업
남원가,"제주특별자치도 서귀포시 남원읍 태위로 683, 1층",영업
밝은방,"제주특별자치도 서귀포시 호근로 58, 1층 (호근동)",영업
스카이호프,"제주특별자치도 서귀포시 동문로 63, 1층 (서귀동)",영업
보타니카170,"제주특별자치도 서귀포시 표선면 돈오름로 170, 1층",영업
육성가,"제주특별자치도 서귀포시 성산읍 한도로 111, 1층",영업
남원순대국,제주특별자치도 서귀포시 남원읍 태위로 535,영업
현가네곰탕남원점,"제주특별자치도 서귀포시 남원읍 남원회관로 65, 1층",영업
쌍둥이네제주토속잔치국수,제주특별자치도 서귀포시 명동로 47 (서귀동),영업
혼밥,"제주특별자치도 서귀포시 중앙로48번길 25, 2층 (서귀동)",영업
카우보이스테이크하우스,"제주특별자치도 서귀포시 대정읍 영어도시로 77-5, 1층",영업
선지왓숯불갈비,제주특별자치도 서귀포시 토평남로48번길 15 (토평동),영업
한경식당,"제주특별자치도 서귀포시 호근서호로 99, 1층 (호근동)",영업
조개구오,"제주특별자치도 서귀포시 동홍북로 52, 1층 (동홍동)",영업
야미부대찌개강정점,"제주특별자치도 서귀포시 이어도로 573, 1층 (강정동)",영업
비포크비스트로,제주특별자치도 서귀포시 태평로 417-1 (서귀동),영업
남문숯불바베큐앤치킨신서귀포점,제주특별자치도 서귀포시 신서귀로97번길 84 (강정동),영업
국수사랑,제주특별자치도 서귀포시 솔동산로 30 (서귀동),영업
제주부싯돌효돈점,제주특별자치도 서귀포시 일주동로 8153 (하효동),영업
(주)코앤엠롯데스카이힐제주CC대식당,제주특별자치도 서귀포시 상예로 530 (색달동),영업
올레길설렁탕,제주특별자치도 서귀포시 남원읍 태위로700번길 4,영업
선미식당,제주특별자치도 서귀포시 성산읍 일출로 281,영업
산마루,제주특별자치도 서귀포시 동홍로 370 (토평동),영업
중문아구찜,제주특별자치도 서귀포시 중문상로 41 (중문동),영업
뽈살집,"제주특별자치도 서귀포시 중정로91번길 41, 1층 (서귀동)",영업
제주한라국수,제주특별자치도 서귀포시 천제연로188번길 17 (중문동),영업
좋은날포차,제주특별자치도 서귀포시 예래로109번길 12 (상예동),영업
스페샬꼬치구이전문점,제주특별자치도 서귀포시 성산읍 고성오조로84번길 2,영업
임창정의소주한잔서귀포점,제주특별자치도 서귀포시 이중섭로 4-1 (서귀동),영업
호텔더본제주구내식당,"제주특별자치도 서귀포시 색달로 18, 지하1층 (색달동)",영업
복돼지식당,제주특별자치도 서귀포시 표선면 서성일로 63,영업
시흥리해녀의집,제주특별자치도 서귀포시 성산읍 시흥하동로 114,영업
동해물가든,제주특별자치도 서귀포시 선반로 394 (월평동),영업
복조리부산양곱창,제주특별자치도 서귀포시 서문로29번길 3 (서귀동),영업
도르엔홀덤펍,"제주특별자치도 서귀포시 명동로 12, 1~2층 (서귀동)",영업
PALGIL(팔길),제주특별자치도 서귀포시 예래해안로 195-1 (하예동),영업
상효감나무집식당,제주특별자치도 서귀포시 중산간동로 7624 (상효동),영업
성산에오거들랑,"제주특별자치도 서귀포시 성산읍 고성동서로 13-7, 1층",영업
깡통화덕올레시장점,"제주특별자치도 서귀포시 중정로73번길 13, 1층 (서귀동)",영업
교촌치킨서귀포명동점,제주특별자치도 서귀포시 명동로 29 (서귀동),영업
화순한가네식당,제주특별자치도 서귀포시 안덕면 화순해안로 109,영업
한라산불뚝이중문점,제주특별자치도 서귀포시 천제연로 182 (중문동),영업
텅호프,제주특별자치도 서귀포시 중앙로47번길 6 (서귀동),영업
보목포구돌하루방식당,제주특별자치도 서귀포시 보목포로 53 (보목동),영업
가야장수밀면,제주특별자치도 서귀포시 516로 145 (토평동),영업
그린식당,제주특별자치도 서귀포시 표선면 표선백사로 119,영업
(주)우리들리조트제주-그늘집1,제주특별자치도 서귀포시 산록남로 2914 (상효동),영업
가스름식당,제주특별자치도 서귀포시 표선면 가시로565번길 19,영업
표선어촌식당,제주특별자치도 서귀포시 표선면 민속해안로 578-7,영업
맷돌식당,제주특별자치도 서귀포시 칠십리로 145 (서귀동),영업
시민을위한갈비,제주특별자치도 서귀포시 동홍로 10 (서귀동),영업
BBQ성산점,제주특별자치도 서귀포시 성산읍 고성오조로 71-1,영업
흑돼지제주정,제주특별자치도 서귀포시 표선면 민속해안로 577,영업
뱃도새기토평점,제주특별자치도 서귀포시 일주동로 8503 (토평동),영업
선야네,제주특별자치도 서귀포시 표선면 표선동서로193번길 45-8,영업
돈장군,제주특별자치도 서귀포시 대정읍 하모항구로10번길 19,영업
듀크,제주특별자치도 서귀포시 안덕면 소기왓로 81-44,영업
타모라돈까스,"제주특별자치도 서귀포시 남원읍 일주동로 7131, 1층",영업
토대력정방점,"제주특별자치도 서귀포시 중정로62번길 5, 2층 (서귀동)",영업
넘버138,제주특별자치도 서귀포시 쇠소깍로 138 (하효동),영업
카페52,"제주특별자치도 서귀포시 대정읍 신영로36번길 35, 1층",영업
뽕끄랑,"제주특별자치도 서귀포시 남성로138번길 1, 1층 (서홍동)",영업
삼무국수성산점,제주특별자치도 서귀포시 성산읍 고성오조로 74-1,영업
제주나인브릿지클럽하우스레스토랑,제주특별자치도 서귀포시 안덕면 광평로 34-156,영업
늘고팡,제주특별자치도 서귀포시 일주동로 8583 (동홍동),영업
까사로마레스토랑,제주특별자치도 서귀포시 태평로 347 (서귀동),영업
(주)바다바라,제주특별자치도 서귀포시 중문관광로72번길 29-51 (색달동),영업
고기랑밥이랑,제주특별자치도 서귀포시 안덕면 산방로 317,영업
야래향,"제주특별자치도 서귀포시 신동로67번길 17, 1층 (서호동)",영업
은희네해장국성산점,"제주특별자치도 서귀포시 성산읍 환해장성로 803, 1층",영업
중문대양횟집,제주특별자치도 서귀포시 천제연로207번길 9 (중문동),영업
군족,"제주특별자치도 서귀포시 서호남로32번길 48, 1층 (서호동)",영업
잠봉드제주(Jambon de Jeju),제주특별자치도 서귀포시 안덕면 한창로 2,영업
굽네치킨신시가지점,"제주특별자치도 서귀포시 신서로 55, 214동 101층 (강정동, 강정상록아파트)",영업
새미골,제주특별자치도 서귀포시 대정읍 일주서로3000번길 139,영업
표선갈치조림,"제주특별자치도 서귀포시 표선면 표선중앙로 100, 2층",영업
시장골목순대,제주특별자치도 서귀포시 동문로 12 (서귀동),영업
양평해장국,제주특별자치도 서귀포시 칠십리로 61 (서귀동),영업
탐랑성,제주특별자치도 서귀포시 이어도로 689 (강정동),영업
예촌골성문맛집,제주특별자치도 서귀포시 남원읍 중산간동로 7131,영업
카페제이라움,"제주특별자치도 서귀포시 대정읍 노을해안로 418, 1층",영업
삼백,"제주특별자치도 서귀포시 예래로 466-1, 1층 (하예동)",영업
광주식당,"제주특별자치도 서귀포시 성산읍 일주동로 4188, 1층",영업
용이짬뽕,"제주특별자치도 서귀포시 성산읍 온평상하로 81, B동",영업
팔도강산성읍1리복지타운,"제주특별자치도 서귀포시 표선면 서성일로 74, 1층",영업
티나케이크,"제주특별자치도 서귀포시 서문로 61, 1층 (서귀동)",영업
의귀리부부막국수,제주특별자치도 서귀포시 남원읍 한신로 252-6,영업
산방산초가집,제주특별자치도 서귀포시 안덕면 화순해안로 189,영업
표선얼큰이와피자디노동남점,제주특별자치도 서귀포시 성산읍 고성오조로 90,영업
하나로국밥,제주특별자치도 서귀포시 천제연로 222-2 (중문동),영업
탐라소담,제주특별자치도 서귀포시 대정읍 하모중앙로 21,영업
하효소머리국밥,제주특별자치도 서귀포시 효돈로 174 (하효동),영업
은정이네식당,제주특별자치도 서귀포시 중정로91번길 9 (서귀동),영업
천지연카페,제주특별자치도 서귀포시 남성중로 2-11 (서홍동),영업
오리천국,제주특별자치도 서귀포시 대정읍 상모로290번길 2,영업
금박돈,"제주특별자치도 서귀포시 성산읍 일출로 261, 1층",영업
대양,제주특별자치도 서귀포시 표선면 민속해안로 581-1,영업
바다이야기,제주특별자치도 서귀포시 대포로 81 (대포동),영업
청해원,제주특별자치도 서귀포시 천제연로 163 (중문동),영업
올레길밥상,"제주특별자치도 서귀포시 월드컵로 171, 1층 (강정동)",영업
고도리야식,제주특별자치도 서귀포시 동문동로 7 (서귀동),영업
선영횟집,"제주특별자치도 서귀포시 칠십리로 61-1, 1,5층 (서귀동)",영업
참치포차,제주특별자치도 서귀포시 태평로 508 (동홍동),영업
떡볶이참잘하는집 떡참 서귀포동홍점,"제주특별자치도 서귀포시 동홍동로 35, 1층 (동홍동)",영업
제주나인브릿지그늘집15번,제주특별자치도 서귀포시 안덕면 광평로 34-156,영업
양주고을부대찌개,제주특별자치도 서귀포시 동문동로53번길 14 (서귀동),영업
심플토산,"제주특별자치도 서귀포시 표선면 토산중앙로287번길 15, 1층",영업
송악소바,"제주특별자치도 서귀포시 대정읍 형제해안로 322-1, 1층층",영업
동남막걸리,"제주특별자치도 서귀포시 성산읍 고성오조로 71-1, 1층",영업
함쉐프키친,"제주특별자치도 서귀포시 대포중앙로 116, 1층 (대포동)",영업
사계절카페,"제주특별자치도 서귀포시 표선면 표선동서로 238, 2층",영업
라움,"제주특별자치도 서귀포시 성산읍 동류암로 26, 1층",영업
도새기1982신서귀포점,제주특별자치도 서귀포시 신서귀로51번길 3 (법환동),영업
버드나무가든,제주특별자치도 서귀포시 대정읍 동일하모로 231,영업
실이네닭곰탕,제주특별자치도 서귀포시 동홍남로 80 (동홍동),영업
조아서치킨백화점법환점,제주특별자치도 서귀포시 법환로38번길 13 (법환동),영업
도원식당,제주특별자치도 서귀포시 표선면 중산간동로 4610,영업
까망돼지서귀포점,"제주특별자치도 서귀포시 일주동로 8524, 1층 (토평동)",영업
픽펍,"제주특별자치도 서귀포시 이중섭로 16, 4층 (서귀동)",영업
에어그라운드,제주특별자치도 서귀포시 남원읍 남태해안로 439,영업
서귀포김밥,"제주특별자치도 서귀포시 일주동로 8676, 1층 (동홍동)",영업
고스트미락,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 8,영업
해비치클럽하우스,제주특별자치도 서귀포시 남원읍 원님로399번길 319,영업
아리산반점,제주특별자치도 서귀포시 남원읍 일주동로 6628,영업
팅커벨,"제주특별자치도 서귀포시 중앙로59번길 7, 2층 (서귀동)",영업
일번지해장국,제주특별자치도 서귀포시 표선면 서성일로 12,영업
인생닭빨,제주특별자치도 서귀포시 표선면 표선중앙로90번길 4,영업
집밥왕,제주특별자치도 서귀포시 대정읍 하모중앙로32번길 3,영업
24시족발보쌈,제주특별자치도 서귀포시 남원읍 태위로700번길 4,영업
신신식육식당,제주특별자치도 서귀포시 태평로353번길 10 (서귀동),영업
술쟁이들천국,"제주특별자치도 서귀포시 대정읍 하모이삼로52번길 13, 1층",영업
오일장맛나식당,제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),영업
어멍감자탕,제주특별자치도 서귀포시 남원읍 남원체육관로 286,영업
짬뽕한사발,"제주특별자치도 서귀포시 홍중로 20, 1층 (서홍동)",영업
멕시카나대정점,제주특별자치도 서귀포시 대정읍 상모대서로 10,영업
은성가든,제주특별자치도 서귀포시 표선면 표선중앙로 64-7,영업
