사업장명,도로명전체주소,상세영업상태명
(주)제주피슈마라홍탕,"제주특별자치도 제주시 중앙로 230, 중앙빌딩 4층 (이도이동)",영업
한일내장탕연북로점,"제주특별자치도 제주시 남광로2길 86, 1층 (이도이동)",영업
전이전,"제주특별자치도 제주시 서광로5길 2-3, 1층 (용담일동)",영업
피스풀제주,"제주특별자치도 제주시 진군3길 22, 대명주택 1층 (노형동)",영업
미풍해장국봉개점,"제주특별자치도 제주시 번영로 420, 1층 (봉개동)",영업
시장초밥,"제주특별자치도 제주시 우령6길 3-17, 1층 (외도일동)",영업
수목이네,"제주특별자치도 제주시 연오로 6, 1층 (연동)",영업
괸당집도남점,"제주특별자치도 제주시 도남로 26, 1층 (도남동)",영업
또온다곱창,"제주특별자치도 제주시 은남길 30, 1층 (연동)",영업
광성로255,"제주특별자치도 제주시 애월읍 광성로 255, 1층",영업
푸르다제주,"제주특별자치도 제주시 한경면 판포4길 41-41, 1층",영업
뜨레솥밥,"제주특별자치도 제주시 애월읍 평화로 2556, 1층",영업
왕복짚라인제주주식회사,"제주특별자치도 제주시 해안마을북길 14-5, 105동 1층 (해안동)",영업
응,"제주특별자치도 제주시 구좌읍 문주란로5길 17, 1층",영업
아길라,"제주특별자치도 제주시 한림읍 옹포2길 12-10, 1층",영업
금능제면소,"제주특별자치도 제주시 한림읍 금능길 47, 제2동 1층",영업
스트릿16,"제주특별자치도 제주시 용두암길 16, 1층 (용담이동)",영업
행복한애월상점애월식탁,"제주특별자치도 제주시 애월읍 애월로1길 26-4, 2층",영업
말리가,"제주특별자치도 제주시 한림읍 협재로 124, 1층",영업
전골명가,"제주특별자치도 제주시 남성로 41, 1층 3호 (용담일동)",영업
부엉이해장국,"제주특별자치도 제주시 구좌읍 세화1길 20-30, 1층",영업
감귤달,"제주특별자치도 제주시 구좌읍 평대5길 31-29, 1층",영업
주주키친,"제주특별자치도 제주시 조천읍 신북로 481-3, 2층",영업
무한조개야,"제주특별자치도 제주시 다랑곶2길 4, 1층 (노형동)",영업
명품김치찌개,"제주특별자치도 제주시 한림읍 한림중앙로 75, 1층",영업
소나이포차,"제주특별자치도 제주시 애월읍 곽지5길 21, 써니빌 1층",영업
어가도,"제주특별자치도 제주시 남성로 23, 1층 (용담일동)",영업
와봅서,"제주특별자치도 제주시 고마로14길 11, 1층 (일도이동)",영업
하음,"제주특별자치도 제주시 구좌읍 비자림로 2266, 1,2층",영업
노형농원,"제주특별자치도 제주시 노형8길 14, 1~3층 (노형동)",영업
명륜진사갈비삼화점,"제주특별자치도 제주시 화삼로1길 18, 2층 (화북일동)",영업
국밥앤몸국전문점,"제주특별자치도 제주시 삼무로 72, 1층 (연동)",영업
평대스낵,"제주특별자치도 제주시 구좌읍 대수길 26, 1층",영업
상춘재,"제주특별자치도 제주시 조천읍 선진길 26, 1층",영업
사노라면,"제주특별자치도 제주시 남광로 122, 1층 (이도이동)",영업
해녀의부엌,"제주특별자치도 제주시 구좌읍 해맞이해안로 2265, 1층",영업
봉자네상점,"제주특별자치도 제주시 구좌읍 월정7길 26, 1층",영업
수제핫바깡스,제주특별자치도 제주시 오일장서길 26 (도두일동),영업
정부장포차,"제주특별자치도 제주시 연삼로 336, 1층 (도남동)",영업
연이네,"제주특별자치도 제주시 우도면 우도해안길 662-1, 1층",영업
그까페,"제주특별자치도 제주시 관덕로4길 1-5, 2층 (삼도이동)",영업
별세계,"제주특별자치도 제주시 한림읍 한림상로 67, 1~2층",영업
제주플레이그라운드,"제주특별자치도 제주시 한림읍 귀덕6길 94, 10동 1층",영업
필,"제주특별자치도 제주시 연수로1길 7, 1층 (일도이동)",영업
동문로33,"제주특별자치도 제주시 동문로 33, 1층 (일도일동)",영업
제이학센,"제주특별자치도 제주시 서해안로 232, 1층 (도두일동)",영업
환영키친앤게스트하우스,"제주특별자치도 제주시 구좌읍 송당2길 2, 1층",영업
컴컴제주,"제주특별자치도 제주시 한림읍 한림로 470, 1~2층",영업
은수네집,"제주특별자치도 제주시 한림읍 한상로 72, 1층",영업
서프업,"제주특별자치도 제주시 구좌읍 월정7길 28-6, 2동 1층",영업
한솥도시락제주법원점,"제주특별자치도 제주시 중앙로 323, 1층 (이도이동)",영업
총각쭈꾸미,"제주특별자치도 제주시 사라봉7길 44, 지하1층 (건입동)",영업
봉쟈블루스,"제주특별자치도 제주시 구좌읍 해맞이해안로 1146-4, 1층",영업
마음에온,"제주특별자치도 제주시 칠성로길 29-1, 1층 (일도일동)",영업
도두올레식당,"제주특별자치도 제주시 도두항서길 26, 가동 1층 (도두일동)",영업
칠프로칠백식당아라직영점,"제주특별자치도 제주시 아란9길 6-5, 1층 (아라일동)",영업
백년손님,"제주특별자치도 제주시 중앙로 270-1, 백두빌딩 1층 (이도이동)",영업
시락,"제주특별자치도 제주시 신산로8길 40, 1층 (일도이동)",영업
고기다,"제주특별자치도 제주시 우정로5길 22, 1층 (외도일동)",영업
마니주주,"제주특별자치도 제주시 우정로11길 18, 부영아파트상가 2층 201호 (외도일동)",영업
여인천하,"제주특별자치도 제주시 신대로16길 43, 광성빌딩 2층 (연동)",영업
지바코치킨,"제주특별자치도 제주시 도평길 69, 1층 (도평동)",영업
뉴욕버거제주삼화점,"제주특별자치도 제주시 건주로 22, 1층 (삼양이동)",영업
우도클라쓰,"제주특별자치도 제주시 우도면 우도해안길 340, 1층",영업
몰이네,"제주특별자치도 제주시 연북로 550, 지1층 (아라일동)",영업
주도,"제주특별자치도 제주시 광양7길 32-9, 1층 (이도이동)",영업
오물오물,"제주특별자치도 제주시 아란9길 22, 104호 (아라일동, 제주아라 KCC스위첸)",영업
비치스브류,"제주특별자치도 제주시 조천읍 조함해안로 574, 1층",영업
세련대게,"제주특별자치도 제주시 노연로 106, 1층 제1호 (연동)",영업
오직흑돼지,"제주특별자치도 제주시 용마로 24, 시민 2층 (용담삼동)",영업
프렌즈스크린이도점,"제주특별자치도 제주시 연북로 707, 3층 301호 (이도이동)",영업
달밤포차,"제주특별자치도 제주시 고마로 10-1, 1층 (일도이동)",영업
포구횟집,제주특별자치도 제주시 애월읍 가문동길 43,영업
전복만찬,제주특별자치도 제주시 승천로 3 (이도이동),영업
성안식당,제주특별자치도 제주시 한경면 고산로 24,영업
동경초밥,"제주특별자치도 제주시 정원로 55, 1층 (노형동)",영업
흑돼지촌제주본점,"제주특별자치도 제주시 한림읍 한림상로 62, 1층",영업
신제주치킨하우스,"제주특별자치도 제주시 신대로6길 11 (연동,(성두1로15))",영업
연동송림,"제주특별자치도 제주시 신대로14길 34 (연동,(연중4로50))",영업
하영올레,제주특별자치도 제주시 연동3길 34 (연동),영업
외도불닭,제주특별자치도 제주시 우령2길 29-2 (외도일동),영업
텅용문점,"제주특별자치도 제주시 용문로 148 (용담이동,(용문로29))",영업
솔도토종닭,제주특별자치도 제주시 애월읍 화전길 271,영업
원당골,제주특별자치도 제주시 원당로 72 (삼양일동),영업
백프로,"제주특별자치도 제주시 동광로21길 1, 1층 (일도이동)",영업
불닭공장제대점,제주특별자치도 제주시 산천단동1길 2 (아라일동),영업
민트,제주특별자치도 제주시 중앙로2길 지하 17 (삼도이동),영업
이도정어부,"제주특별자치도 제주시 도공로 24, 1층 (도두일동)",영업
좋아좋아숯불갈비본점,"제주특별자치도 제주시 북성로 12 (삼도이동,(북성로 16))",영업
베리웰와인치킨일도점,"제주특별자치도 제주시 고마로 126, 1층 (이도이동)",영업
준,"제주특별자치도 제주시 동광로21길 39 (일도이동,(인화북3로 12))",영업
돼지아빠,제주특별자치도 제주시 진군3길 11 (노형동),영업
새다모아,제주특별자치도 제주시 중앙로22길 9 (삼도이동),영업
칠삭,제주특별자치도 제주시 천수로8길 9 (일도이동),영업
모디카,제주특별자치도 제주시 한림읍 한림상로 134-5,영업
간장을품은소라게,제주특별자치도 제주시 애월읍 하귀미수포길 4,영업
림스테이블,"제주특별자치도 제주시 도평길 59, 107호 (도평동)",영업
오조,"제주특별자치도 제주시 애월읍 하귀9길 34, 2층",영업
전주횟집,"제주특별자치도 제주시 서해안로 546, 1층 (용담삼동)",영업
왕원비삼계탕,"제주특별자치도 제주시 우정로12길 4 (외도일동,(우정서8로6))",영업
그라벨호텔제주로비라운지,"제주특별자치도 제주시 일주서로 7316, 지하1층 (외도일동)",영업
마마무말가든,"제주특별자치도 제주시 아연로 157, 1층 (오라이동)",영업
그랑테이블,"제주특별자치도 제주시 애월읍 평화로 1738-116, 2층",영업
우동사발,제주특별자치도 제주시 삼무로11길 24 (연동),영업
해월정,"제주특별자치도 제주시 구좌읍 해맞이해안로 2340, 1층",영업
청춘해장국,"제주특별자치도 제주시 애월읍 일주서로 6372, 1층",영업
유나인법원점,제주특별자치도 제주시 남광북5길 10 (이도이동),영업
송당송당,제주특별자치도 제주시 구좌읍 비자림로 1220,영업
모이라게,"제주특별자치도 제주시 광양8길 1-4, 2층 (이도이동)",영업
래원,제주특별자치도 제주시 과원북4길 3 (노형동),영업
대춘해장국노형점,"제주특별자치도 제주시 원노형로 11, 1층 (노형동)",영업
제주노조미,"제주특별자치도 제주시 국기로2길 2-3, 1층 (연동)",영업
에너벨리,"제주특별자치도 제주시 한림읍 한림로 356, 1층",영업
주식회사제주피자헛지점,제주특별자치도 제주시 삼무로 78 (연동),영업
남문숯불바베큐앤치킨한림점,"제주특별자치도 제주시 한림읍 한림로12길 1, 2층",영업
팔레트나홀로,제주특별자치도 제주시 용마서1길 36 (용담삼동),영업
차롱밥상,제주특별자치도 제주시 서광로5길 35 (용담일동),영업
제주고기국수만세국수,제주특별자치도 제주시 오라로 152 (오라일동),영업
오션패밀리호텔구내,제주특별자치도 제주시 일주서로 7531 (이호일동),영업
푸라닭한라대점,제주특별자치도 제주시 한라대학로 70 (노형동),영업
쾌남,"제주특별자치도 제주시 다랑곶길 26-1, 1층 (노형동)",영업
은어의집,제주특별자치도 제주시 우정로5길 27 (외도일동),영업
연이네식당,제주특별자치도 제주시 오현길 4 (이도일동),영업
1970새마을포차제주시청점,"제주특별자치도 제주시 신성로13길 22, 2층 (이도이동)",영업
옹달샘,"제주특별자치도 제주시 중앙로 102 (삼도이동,(중앙로112))",영업
조마루뼈다귀노형점,제주특별자치도 제주시 수덕로 83 (노형동),영업
주민상회일도점,제주특별자치도 제주시 고마로 98 (일도이동),영업
고씨네막창,제주특별자치도 제주시 신성로 88 (도남동),영업
미담,"제주특별자치도 제주시 선덕로3길 28, 1층 (연동)",영업
신마포갈매기제주일도점,제주특별자치도 제주시 고마로 99 (일도이동),영업
흑돈가,제주특별자치도 제주시 한라대학로 11 (노형동),영업
가나안,"제주특별자치도 제주시 연화로1길 18 (연동,(연화2로28))",영업
영영,제주특별자치도 제주시 서문로 1 (용담일동),영업
자리돔전문점,"제주특별자치도 제주시 신대로18길 39 (연동,(사장2로65))",영업
두레촌삼계탕,"제주특별자치도 제주시 독짓골2길 5 (도남동,(수선화2로 7))",영업
신토불이,"제주특별자치도 제주시 중앙로15길 5 (이도일동,(영곡로 5)외 1필지)",영업
희야막걸리한잔,제주특별자치도 제주시 서사로 64 (삼도일동),영업
고고짬뽕,"제주특별자치도 제주시 우령2길 29-2, 1층 (외도일동)",영업
7번가피자함덕점,"제주특별자치도 제주시 조천읍 신북로 508, 나동",영업
벤틀리,"제주특별자치도 제주시 연동9길 3, 1층 (연동)",영업
애향포차,제주특별자치도 제주시 신대로10길 55 (연동),영업
해녀잠수촌,"제주특별자치도 제주시 서해안로 498, 지하1층 (용담삼동)",영업
노형삼조삼계탕,"제주특별자치도 제주시 다랑곶4길 29 (노형동,(다랑굿5로37))",영업
각지불,제주특별자치도 제주시 조천읍 남조로 1751,영업
어영해녀촌원,"제주특별자치도 제주시 월성로 18, 2층 (용담이동)",영업
오란다,제주특별자치도 제주시 다랑곶길 19 (노형동),영업
터보,"제주특별자치도 제주시 신광로 82, 6층 (연동)",영업
지씨(GC)오라클럽하우스,"제주특별자치도 제주시 오라남로 130-16, 오라칸트리클럽 (오라이동)",영업
황금마차,제주특별자치도 제주시 남성로 44 (용담일동),영업
두다리,"제주특별자치도 제주시 남성로 101, 1층 (용담일동)",영업
똥파리와봉달이네연탄구이한림점,제주특별자치도 제주시 한림읍 한림로 687,영업
